popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,energy_acoustic_ratio
63.0,228693,0,0.513,0.676,9,-6.148,0,0.0309,0.301,0.0,0.0864,0.311,116.592,4,synth-pop,1.1750826526599478
65.0,139756,0,0.811,0.757,1,-5.882,0,0.257,0.142,0.0,0.183,0.958,81.972,4,pop,1.8395501330644035
52.0,286400,0,0.539,0.492,9,-15.657,1,0.0304,0.183,0.000507,0.122,0.689,90.943,4,synth-pop,1.3012573184339784
46.0,288933,0,0.494,0.691,9,-7.233,1,0.0368,0.0599,0.00633,0.0649,0.722,111.175,4,r-n-b,2.5133701616681297
0.0,206986,0,0.822,0.744,9,-6.096,1,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4,hip-hop,1.6631420914059616
3.0,168839,0,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,pop,0.8839254473721234
0.0,271266,0,0.656,0.37,7,-5.971,1,0.0412,0.907,0.0,0.0913,0.455,104.349,4,r-n-b,0.34180725633618686
66.0,210116,0,0.69,0.399,8,-11.202,1,0.0576,0.202,0.0,0.247,0.311,89.975,4,hip-hop,1.0870514662670339
69.0,273228,0,0.828,0.707,8,-9.517,1,0.362,0.303,0.0,0.0646,0.441,141.096,3,pop,1.2016675176142497
64.0,184617,0,0.823,0.765,2,-1.695,0,0.0633,0.464,0.0,0.0601,0.715,99.96,4,pop,0.9727320427791069
68.0,301862,0,0.591,0.648,7,-7.556,0,0.0392,0.449,0.0,0.382,0.423,107.978,1,pop,0.8919980393051105
76.0,68522,0,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,4,indie-pop,5.50212987074931
22.0,189946,0,0.627,0.693,8,-8.539,1,0.0233,0.393,0.000358,0.0872,0.652,93.993,4,synth-pop,1.0148259778232755
66.0,193355,0,0.376,0.643,9,-5.713,1,0.0411,0.558,0.0,0.217,0.646,136.228,5,pop,0.7655926419400537
88.0,153190,0,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,pop,1.606206891852654
0.0,170964,0,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,0.1704208213102361
67.0,159512,0,0.611,0.39,2,-5.861,0,0.116,0.625,0.0,0.118,0.617,163.897,4,indie-pop,0.48427825703832866
69.0,151218,0,0.782,0.69,7,-7.811,1,0.0708,0.00909,0.000661,0.359,0.429,99.944,4,pop,4.239664063841861
51.0,199735,0,0.739,0.39,11,-12.118,0,0.0918,0.0475,0.132,0.0732,0.285,91.961,4,indie-pop,2.2017960138688
7.0,155960,0,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,pop,2.023343814354969
66.0,213445,0,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,4,indie-pop,1.3142632329110078
70.0,192170,0,0.81,0.704,7,-8.739,1,0.205,0.211,2.44e-06,0.371,0.42,119.991,4,indie-pop,1.4634300900021175
40.0,205903,0,0.577,0.501,1,-10.264,1,0.0417,0.181,0.861,0.144,0.424,84.009,4,synth-pop,1.3224881724939948
4.0,234560,0,0.813,0.786,6,-4.133,0,0.154,0.107,0.0,0.238,0.828,175.908,4,hip-hop,2.1135745480492947
76.0,272000,0,0.709,0.454,9,-7.843,0,0.167,0.445,0.0,0.136,0.548,90.038,4,pop,0.7020758113042467
0.0,226320,0,0.62,0.773,2,-8.324,1,0.0382,0.0741,0.000606,0.158,0.934,157.991,4,indie-pop,2.4241779945975654
2.0,242096,0,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,pop,1.4738747929248537
85.0,203064,0,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,pop,4.4417891771495785
0.0,135053,1,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,5.524689417120529
71.0,153561,1,0.85,0.458,8,-7.82,1,0.339,0.476,0.0,0.26,0.616,143.973,4,r-n-b,0.6730300384003458
77.0,262247,0,0.792,0.647,10,-5.447,0,0.334,0.0299,0.0,0.119,0.638,89.029,4,hip-hop,3.0882436005332203
73.0,194285,0,0.445,0.28,10,-12.668,1,0.0275,0.819,1.29e-05,0.111,0.299,104.743,4,pop,0.2937611185281631
2.0,153190,0,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,4,pop,1.636987864202331
23.0,307000,0,0.839,0.432,5,-11.593,1,0.0422,0.0323,0.0,0.115,0.676,121.947,4,synth-pop,2.6371249618642048
64.0,376733,0,0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,4,synth-pop,4.216661344736977
42.0,165964,0,0.483,0.491,2,-5.389,1,0.0694,0.695,0.000555,0.128,0.4,111.956,4,indie-pop,0.5338347342752484
66.0,274853,0,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,4,pop,0.7014657074350361
0.0,238805,0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,0.784118958765672
72.0,234722,0,0.385,0.464,2,-6.975,1,0.0404,0.452,0.0,0.109,0.15,137.839,4,pop,0.7052153467734309
59.0,207493,0,0.815,0.801,7,-4.271,0,0.143,0.229,1.14e-05,0.0762,0.533,96.473,4,hip-hop,1.5002051750937646
68.0,240786,0,0.441,0.618,4,-8.511,0,0.0386,0.295,6.65e-05,0.105,0.454,98.031,4,pop,1.1274711171300895
44.0,227760,0,0.587,0.441,2,-15.197,1,0.0376,0.45,0.0,0.355,0.815,144.821,4,r-n-b,0.681998793077331
67.0,195190,1,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,4,indie-pop,3.65300254181256
61.0,202733,0,0.607,0.827,9,-4.282,1,0.0484,0.289,2.95e-06,0.719,0.552,100.062,4,indie-pop,1.348520876088681
64.0,189400,0,0.581,0.163,5,-14.686,1,0.0447,0.923,0.0,0.118,0.475,77.748,4,indie-pop,0.1624648154795253
50.0,214626,0,0.585,0.813,8,-5.206,0,0.173,0.167,2.34e-06,0.1,0.422,175.932,4,synth-pop,1.764608480162104
100.0,156943,0,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4,pop,3.5471512942852352
59.0,196556,0,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,4,hip-hop,5.710284417138546
75.0,168810,1,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,indie-pop,0.658661004488776
67.0,192000,0,0.519,0.546,8,-9.368,1,0.0763,0.0827,0.0,0.133,0.0862,115.799,4,r-n-b,2.0180045379992673
0.0,180589,0,0.735,0.648,1,-4.523,0,0.0334,0.0114,0.000213,0.309,0.395,97.985,4,indie-pop,3.9751492394349817
50.0,152523,0,0.638,0.489,11,-6.206,1,0.0278,0.582,0.0,0.0965,0.548,106.915,4,indie-pop,0.609094155280255
58.0,299560,0,0.791,0.469,4,-10.782,0,0.063,0.146,0.0187,0.108,0.862,163.065,4,synth-pop,1.4328143767547836
0.0,172342,0,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,1.6639834881741529
46.0,265426,0,0.617,0.672,5,-7.817,1,0.0302,0.0855,0.000125,0.052,0.931,135.518,4,r-n-b,2.1711983848507534
70.0,210000,0,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,4,hip-hop,0.502314934098082
82.0,186986,0,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4,pop,2.938080975716633
69.0,154733,0,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,3,r-n-b,0.37008726902651334
25.0,239320,0,0.619,0.95,9,-5.294,0,0.0874,0.00552,0.0169,0.188,0.872,128.129,4,synth-pop,4.9884273222892705
79.0,202620,1,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,pop,1.6623803317042996
66.0,320040,0,0.465,0.822,8,-4.826,0,0.066,0.136,0.000442,0.0898,0.405,89.761,4,pop,1.9459101490553132
56.0,216885,0,0.362,0.763,3,-8.514,1,0.0589,0.015,0.00481,0.237,0.431,187.291,4,indie-pop,3.885422323630967
59.0,214405,0,0.746,0.637,7,-5.816,0,0.161,0.00155,0.0,0.404,0.32,89.986,4,hip-hop,5.524671444875067
55.0,156729,0,0.642,0.907,2,-3.26,0,0.0507,0.00768,6.43e-05,0.0696,0.357,107.06,4,r-n-b,4.658645429988534
2.0,198786,0,0.7,0.917,0,-4.897,1,0.115,0.0773,0.0,0.065,0.888,130.04,4,hip-hop,2.5424965962552606
71.0,265010,0,0.512,0.488,5,-10.31,1,0.0328,0.428,5.1e-05,0.109,0.141,170.017,3,indie-pop,0.7596505533284479
84.0,290616,0,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,4,pop,3.1232865363492204
2.0,136266,1,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,3.8875585661247682
20.0,249826,0,0.612,0.876,0,-7.836,1,0.0339,0.0967,4.41e-05,0.0765,0.971,135.106,4,synth-pop,2.2992016889359737
40.0,198058,0,0.583,0.544,7,-4.483,1,0.0269,0.406,0.0,0.344,0.564,157.988,4,r-n-b,0.8487008771027953
2.0,242096,0,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,pop,1.4738747929248537
62.0,230661,0,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,4,hip-hop,2.404779507614477
0.0,160677,0,0.581,0.571,9,-6.924,1,0.0738,0.587,0.0,0.139,0.456,117.965,4,indie-pop,0.6785858954411249
42.0,240692,0,0.856,0.48,10,-8.237,1,0.0357,0.77,0.0,0.122,0.77,109.976,4,indie-pop,0.48401013690358163
47.0,220638,0,0.646,0.738,2,-7.156,0,0.256,0.489,2.11e-05,0.151,0.865,155.035,4,indie-pop,0.9187367176024155
42.0,172298,0,0.512,0.165,1,-12.687,1,0.033,0.899,0.236,0.0979,0.0869,140.81,3,indie-pop,0.16833531481921474
91.0,200040,0,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop,5.696247381947375
68.0,123949,1,0.796,0.727,1,-4.726,1,0.04,0.793,2.49e-05,0.0858,0.818,104.98,4,indie-pop,0.6500398310121571
24.0,235333,0,0.589,0.678,1,-8.24,1,0.0297,0.0145,0.00998,0.142,0.443,124.894,4,synth-pop,3.8009112158296854
39.0,263645,0,0.533,0.678,1,-4.401,0,0.0334,0.00779,6.69e-05,0.132,0.0596,111.027,4,synth-pop,4.358413856940675
0.0,171426,0,0.751,0.612,10,-3.196,1,0.0361,0.261,2.48e-05,0.359,0.942,116.016,4,r-n-b,1.2047358718944385
65.0,293546,0,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958,4,pop,0.5114085442138581
44.0,184000,0,0.821,0.604,8,-8.699,1,0.0858,0.651,0.0,0.131,0.906,100.033,4,indie-pop,0.655642785101491
59.0,132000,0,0.838,0.251,10,-9.992,1,0.0503,0.714,0.0,0.0459,0.893,107.972,4,indie-pop,0.3008812915185104
42.0,202706,0,0.701,0.888,7,-4.798,1,0.116,0.458,0.0,0.684,0.808,120.048,4,r-n-b,1.0765849663498188
83.0,166605,1,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,hip-hop,1.2139613622094418
0.0,134781,0,0.856,0.656,5,-6.474,1,0.076,0.496,0.0,0.559,0.951,133.931,4,indie-pop,0.8415324941724303
72.0,199420,0,0.761,0.554,1,-8.119,0,0.0854,0.193,0.00844,0.0802,0.555,92.52,4,pop,1.3495448189111492
75.0,276693,0,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,r-n-b,3.8642323415917974
72.0,190153,1,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12e-06,0.0986,0.513,130.154,4,pop,4.5087024737564265
53.0,143661,0,0.805,0.879,4,-4.799,0,0.0415,0.0503,0.000758,0.338,0.912,142.0,4,synth-pop,2.8978163625977893
1.0,286546,0,0.573,0.527,5,-8.726,1,0.0309,0.0854,0.00928,0.216,0.15,103.985,4,synth-pop,1.9600295758701411
23.0,214693,0,0.71,0.556,5,-12.997,1,0.0563,0.0356,0.00152,0.0743,0.305,120.825,4,synth-pop,2.7844713947321442
23.0,208828,0,0.54,0.77,2,-5.597,1,0.0279,0.0394,4.67e-06,0.0904,0.187,133.942,4,synth-pop,2.9986981679673694
0.0,199533,0,0.823,0.441,8,-7.645,1,0.156,0.636,7.68e-05,0.114,0.752,135.947,4,indie-pop,0.5260930958967791
68.0,209386,0,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4,indie-pop,3.234074597593212
44.0,215424,0,0.655,0.512,11,-7.429,0,0.188,0.0506,0.000177,0.318,0.539,160.101,4,r-n-b,2.390823107537008
42.0,218933,0,0.737,0.522,5,-2.928,1,0.0407,0.698,3.61e-05,0.107,0.905,150.079,3,r-n-b,0.5577747318768945
44.0,205800,0,0.41,0.626,9,-13.01,0,0.0316,0.0055,0.000106,0.19,0.594,78.895,4,r-n-b,4.577878043700084
58.0,193461,0,0.704,0.327,7,-16.332,1,0.396,0.749,0.0,0.102,0.491,96.082,4,indie-pop,0.36186147062603247
63.0,230640,0,0.6,0.451,4,-10.246,0,0.0344,0.133,1.23e-05,0.122,0.223,78.023,4,pop,1.473772047280945
75.0,180956,0,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,pop,2.8922939112991237
59.0,280360,0,0.539,0.672,0,-11.36,1,0.0472,0.342,1.05e-05,0.123,0.611,112.399,4,synth-pop,1.0849134443099477
69.0,241668,0,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,4,pop,0.742176607800264
22.0,268066,0,0.816,0.79,11,-6.719,0,0.0327,0.0233,0.302,0.0783,0.885,131.613,4,synth-pop,3.511852498126583
48.0,141400,0,0.574,0.89,6,-5.789,0,0.041,0.082,0.0,0.0741,0.83,97.9,4,r-n-b,2.461543474389407
47.0,178066,0,0.583,0.463,7,-11.85,1,0.0287,0.939,7.08e-05,0.0641,0.413,132.349,4,r-n-b,0.4004882048384114
62.0,243870,0,0.43,0.744,11,-5.105,0,0.132,0.498,0.0,0.381,0.736,87.726,4,pop,0.9126769957591925
0.0,209786,0,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,hip-hop,2.6165094015061174
70.0,232258,0,0.824,0.543,4,-8.667,0,0.209,0.101,0.0,0.178,0.548,124.018,4,pop,1.8442775035115013
0.0,211346,0,0.53,0.304,7,-10.509,1,0.0342,0.825,0.0182,0.145,0.301,90.495,3,r-n-b,0.31337813818540816
0.0,191188,1,0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,4,indie-pop,1.571410516844861
50.0,152214,0,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,4,indie-pop,3.8401384189667094
0.0,184026,0,0.579,0.33,2,-11.108,1,0.0395,0.739,0.0,0.0785,0.298,79.885,4,indie-pop,0.3687637412577364
59.0,228866,0,0.636,0.559,8,-10.313,1,0.0249,0.0562,0.000754,0.0562,0.512,101.4,4,synth-pop,2.3770176877768154
1.0,245106,0,0.771,0.898,11,-6.432,0,0.0404,0.299,0.0899,0.0889,0.961,116.204,4,r-n-b,1.3846263040191937
42.0,254786,0,0.563,0.37,10,-9.384,1,0.0312,0.829,0.000976,0.088,0.274,75.037,4,indie-pop,0.36865113498544805
25.0,324853,0,0.252,0.703,5,-8.396,0,0.0467,0.0358,0.0779,0.712,0.0689,176.088,3,synth-pop,3.0008820342234683
3.0,186066,0,0.821,0.602,9,-6.628,1,0.168,0.108,0.0,0.246,0.628,90.035,4,pop,1.8753245475740972
0.0,250026,0,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop,2.7752561017887523
59.0,267693,0,0.705,0.443,10,-8.422,1,0.0349,0.744,0.556,0.163,0.376,112.001,4,synth-pop,0.4666422815430307
8.0,182413,1,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4,hip-hop,5.340569916283438
0.0,231124,0,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,4,pop,2.58110207123735
72.0,186018,0,0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4,synth-pop,2.4863956827645755
41.0,219583,0,0.556,0.453,3,-7.798,1,0.0254,0.122,0.0,0.0802,0.324,143.914,4,indie-pop,1.5439233053234738
57.0,306626,0,0.462,0.859,2,-5.083,1,0.0466,0.00125,0.735,0.216,0.495,146.16,4,synth-pop,5.947454606111539
41.0,334533,0,0.484,0.448,10,-6.952,1,0.0454,0.731,0.0,0.0737,0.607,80.43,4,r-n-b,0.4774892034983989
51.0,158879,0,0.587,0.55,4,-4.967,0,0.0279,0.712,0.0,0.182,0.525,109.967,3,r-n-b,0.5717637019361953
83.0,193466,1,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop,1.3310871674112037
0.0,163693,0,0.668,0.63,4,-6.368,1,0.041,0.256,0.0267,0.162,0.904,143.041,4,r-n-b,1.2387688974143598
74.0,222500,0,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17,4,hip-hop,0.6626879730752369
66.0,267727,0,0.783,0.942,11,-4.371,0,0.0815,0.176,2.01e-06,0.175,0.908,132.028,4,pop,1.844040975738096
0.0,351640,1,0.378,0.664,1,-6.698,1,0.0407,0.542,0.00397,0.11,0.0941,106.316,4,pop,0.7987839011635961
34.0,322760,0,0.614,0.655,10,-11.744,0,0.0297,0.0019,0.126,0.0844,0.342,125.905,4,synth-pop,5.424342207099524
62.0,278622,0,0.754,0.845,10,-2.554,0,0.161,0.126,0.0,0.603,0.793,86.978,4,hip-hop,2.035168718001848
4.0,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop,1.1563447553366815
0.0,193143,0,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop,0.42155124585978876
43.0,214573,0,0.772,0.497,4,-3.184,0,0.0452,0.764,5.16e-06,0.0771,0.657,134.86,3,r-n-b,0.5005772092746227
55.0,374173,0,0.497,0.519,2,-8.324,1,0.0297,0.0754,3.07e-05,0.0391,0.415,74.967,4,indie-pop,2.0532507524092014
42.0,207453,0,0.728,0.333,10,-11.611,1,0.0387,0.462,0.0,0.112,0.966,102.586,4,r-n-b,0.541872131758149
63.0,260226,0,0.394,0.547,2,-9.276,1,0.0383,0.436,0.000111,0.344,0.151,181.74,4,synth-pop,0.8116927019566633
44.0,140718,0,0.728,0.5,10,-9.436,1,0.0534,0.76,0.0,0.0379,0.938,94.078,4,r-n-b,0.5050269781032337
2.0,170964,0,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,0.1704208213102361
0.0,159123,0,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,1.375433121688286
45.0,181332,0,0.735,0.493,8,-5.989,1,0.0283,0.211,0.0,0.119,0.882,135.089,4,r-n-b,1.2016115281402562
79.0,125256,0,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,4,indie-pop,1.1428672976721503
37.0,181775,0,0.863,0.532,9,-8.709,1,0.0344,0.669,0.000158,0.224,0.868,113.063,4,indie-pop,0.5844644027101411
40.0,226874,0,0.569,0.503,5,-9.587,1,0.0338,0.407,0.00082,0.128,0.207,108.068,4,indie-pop,0.8032757228557966
0.0,229033,0,0.705,0.567,0,-7.054,1,0.0306,0.0199,0.0,0.0937,0.562,105.96,4,indie-pop,3.336807706437444
80.0,153294,0,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,1,indie-pop,0.8479030041273045
1.0,250160,0,0.627,0.973,8,-0.223,0,0.0435,0.00137,0.0,0.0851,0.894,150.063,4,synth-pop,6.019926931043247
4.0,198943,0,0.662,0.585,0,-9.42,1,0.0458,0.0459,0.68,0.107,0.718,120.046,1,synth-pop,2.600713478327176
12.0,231453,0,0.634,0.59,6,-7.66,1,0.0294,0.0248,0.16,0.112,0.45,125.998,4,synth-pop,3.172547743562828
51.0,196200,0,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,4,synth-pop,1.9602869518377943
62.0,185574,0,0.572,0.533,1,-5.062,0,0.0645,0.347,0.0,0.0794,0.441,155.69,4,hip-hop,0.9288551461617052
69.0,224444,0,0.843,0.768,11,-4.554,0,0.117,0.256,0.0,0.614,0.662,139.998,4,pop,1.3833718066772889
0.0,191822,1,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,2.1274021744868925
85.0,225280,0,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,synth-pop,3.8810210570888666
58.0,184848,0,0.787,0.734,0,-6.465,1,0.0703,0.364,0.000995,0.0625,0.644,98.989,4,indie-pop,1.10225860082113
73.0,127920,0,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,4,indie-pop,0.9900259637614007
63.0,177391,0,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,4,hip-hop,1.4490428775400297
1.0,172080,1,0.823,0.603,10,-6.783,0,0.393,0.00212,4.27e-06,0.245,0.225,180.072,4,hip-hop,5.269244984446571
62.0,190203,0,0.679,0.77,0,-3.537,1,0.19,0.0583,0.0,0.0825,0.839,161.721,4,hip-hop,2.6379726654534785
56.0,251573,0,0.535,0.801,0,-11.734,1,0.0345,0.00103,0.00329,0.0676,0.672,155.571,4,synth-pop,5.980356280095576
0.0,250026,0,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop,2.7752561017887523
60.0,214786,0,0.953,0.652,11,-4.159,0,0.0849,0.00456,0.0,0.0287,0.73,122.997,4,indie-pop,4.772937906378819
42.0,252813,0,0.691,0.675,6,-5.771,0,0.033,0.217,0.0,0.114,0.634,102.031,4,indie-pop,1.41009151808741
55.0,63706,0,0.705,0.73,5,-7.886,1,0.346,0.159,0.000239,0.154,0.819,140.14,4,hip-hop,1.7160476474923585
23.0,226200,0,0.677,0.457,4,-12.888,0,0.0255,0.556,2.22e-05,0.191,0.485,95.005,4,synth-pop,0.5990929442238444
44.0,305335,0,0.658,0.621,8,-7.506,1,0.03,0.0112,0.000755,0.109,0.613,92.025,4,indie-pop,3.9493503762676463
69.0,231440,0,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,4,indie-pop,0.7821585582162421
66.0,209117,1,0.855,0.478,1,-8.698,1,0.107,0.0684,0.0,0.111,0.355,135.987,4,r-n-b,2.06529292909382
0.0,191822,1,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,2.1274021744868925
79.0,161803,0,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,hip-hop,1.2865626560576884
49.0,186180,0,0.684,0.727,0,-6.246,1,0.0403,0.0987,0.0,0.0908,0.777,125.046,4,synth-pop,2.1152761952908374
0.0,269040,0,0.535,0.831,11,-5.961,0,0.0524,0.00347,4.5e-05,0.0835,0.289,124.909,4,synth-pop,5.230606032122583
65.0,325257,0,0.511,0.622,10,-6.184,1,0.0435,0.0662,7.78e-05,0.0465,0.387,85.349,4,pop,2.327858257124671
41.0,178226,0,0.252,0.535,2,-7.898,1,0.0387,0.659,2.58e-05,0.099,0.354,81.805,4,r-n-b,0.5936616293451399
0.0,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0.8768683177083232
26.0,530173,0,0.763,0.599,1,-9.069,1,0.0427,0.0238,0.744,0.541,0.112,113.912,4,synth-pop,3.224986151002766
5.0,263400,0,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,pop,1.321346758364833
0.0,155498,0,0.559,0.674,7,-6.554,1,0.0552,0.00681,0.0,0.546,0.808,127.009,4,indie-pop,4.469346062802436
0.0,182133,0,0.366,0.413,8,-6.496,1,0.0303,0.818,0.0,0.2,0.193,73.4,4,r-n-b,0.4083100602403957
40.0,191982,0,0.705,0.953,1,-3.128,1,0.149,0.038,0.0,0.0586,0.633,108.243,4,r-n-b,3.2361614611552265
0.0,268216,0,0.754,0.449,8,-8.79,1,0.0488,0.0407,0.000642,0.0963,0.334,90.405,4,pop,2.465331814291102
49.0,224507,1,0.768,0.593,5,-9.643,0,0.0463,0.0993,0.000184,0.105,0.329,104.954,4,synth-pop,1.9332971109805548
0.0,200437,1,0.878,0.723,10,-6.66,0,0.0599,0.145,0.0,0.708,0.534,119.04,4,hip-hop,1.7837365035570556
69.0,266005,0,0.428,0.467,2,-4.904,1,0.0327,0.68,0.0,0.135,0.193,90.831,4,pop,0.5222142707299994
0.0,164466,0,0.477,0.93,1,-2.347,1,0.051,0.0185,0.0,0.202,0.779,150.072,4,indie-pop,3.8855210646826395
44.0,226040,0,0.789,0.899,6,-6.363,1,0.138,0.125,0.0,0.103,0.847,97.999,4,r-n-b,2.0961659846210305
0.0,220520,0,0.332,0.429,7,-8.376,1,0.0287,0.356,3.1e-05,0.0619,0.242,128.091,4,r-n-b,0.7892210106495674
49.0,180398,0,0.776,0.407,4,-8.282,1,0.0649,0.644,0.0,0.148,0.749,122.889,4,r-n-b,0.48919807650188263
88.0,242253,1,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4,pop,2.2280703963227864
61.0,237266,0,0.359,0.469,7,-8.06,1,0.0326,0.745,0.0,0.101,0.259,84.366,4,indie-pop,0.487773755570888
56.0,243773,0,0.571,0.89,1,-6.995,1,0.0373,0.0469,1.53e-05,0.0833,0.768,139.963,4,synth-pop,2.9745278290980233
56.0,151106,0,0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,4,synth-pop,1.805273188394778
0.0,112546,1,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,4,hip-hop,1.6350334596230642
44.0,293600,0,0.536,0.599,2,-8.744,1,0.0313,0.254,0.0,0.238,0.35,104.156,4,synth-pop,1.2086676486301435
62.0,227026,0,0.696,0.354,6,-14.043,0,0.0353,0.767,0.00158,0.128,0.242,119.938,4,synth-pop,0.3790783529349694
73.0,220626,0,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,4,synth-pop,2.9616361049810567
2.0,192477,1,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop,2.459663718925041
0.0,180566,0,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,4,pop,0.7065189175258346
34.0,294826,0,0.633,0.181,10,-12.435,1,0.0308,0.945,1.91e-05,0.122,0.0945,112.212,4,synth-pop,0.17507194498789802
